Date,Sub Category,Plant,Vendor,Defect Type,Material Type,Defect,Downtime min,Defect Qty
6/30/2013 0:00,Packaging,"Detriot, MI",Unoex,Impact,Raw Materials,No Tight Seal,0,39160
6/30/2013 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,0,18
6/30/2013 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,False scores,0,32
6/30/2013 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,0,58
6/30/2013 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,False scores,0,72
6/30/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,134
6/29/2013 0:00,Logistics,"Madison, WI",Plustax,Impact,Batteries,Warped,30,2243
6/29/2013 0:00,Logistics,"Madison, WI",Reddoit,Rejected,Corrugate,Weak Walls,180,0
6/29/2013 0:00,Logistics,"Madison, WI",Reddoit,Impact,Corrugate,Bad Seams,45,0
6/29/2013 0:00,Logistics,"Madison, WI",Reddoit,Impact,Corrugate,Bad Seams,30,0
6/29/2013 0:00,Logistics,"Madison, WI",Reddoit,Impact,Corrugate,Delamination,120,445
6/29/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Impact,Corrugate,Bad Seams,240,9119
6/29/2013 0:00,Mechanicals,"Toledo, OH",Zoodrill,Rejected,Raw Materials,Wrong Shade of Color,0,2621
6/29/2013 0:00,Goods & Services,"Monon, IN",Goldenbam,Impact,Raw Materials,Wrong Shade of Color,0,30964
6/29/2013 0:00,Logistics,"Madison, WI",Reddoit,No Impact,Corrugate,Bad Seams,0,534
6/29/2013 0:00,Logistics,"Madison, WI",Plustax,No Impact,Batteries,Warped,0,1157
6/29/2013 0:00,Logistics,"Madison, WI",Ventocore,Rejected,Molds,Bad Tops,0,47719
6/25/2013 0:00,Goods & Services,"Monon, IN",silfase,Impact,Raw Materials,Wrong Shade of Color,0,526
6/24/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Controllers,Warped,5,267000
6/24/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Controllers,Warped,15,99680
6/24/2013 0:00,Goods & Services,"Monon, IN",ontotam,Impact,Carton,Sealed Together Internally,30,42737
6/24/2013 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,60,201
6/24/2013 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Too Stiff,60,445
6/24/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,25,730
6/24/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Impact,Corrugate,Shallow Slots,30,1335
6/24/2013 0:00,Goods & Services,"Monon, IN",zoofan,Rejected,Raw Materials,Out of Spec,0,343
6/24/2013 0:00,Goods & Services,"Monon, IN",zoofan,Rejected,Raw Materials,Out of Spec,0,9447
6/24/2013 0:00,Logistics,Cincinnati OH,Reddoit,Rejected,Corrugate,Bad Seams,0,178
6/23/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Impact,Corrugate,Skewed,30,890
6/23/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Too Stiff,60,908
6/23/2013 0:00,Goods & Services,"Monon, IN",Greentech,Rejected,Raw Materials,Out of Spec,0,9
6/23/2013 0:00,Goods & Services,"Monon, IN",Goldenbam,Rejected,Raw Materials,Wrong Shade of Color,0,194
6/23/2013 0:00,Goods & Services,"Monon, IN",zoofan,Rejected,Raw Materials,Infestation,0,393
6/23/2013 0:00,Goods & Services,"Monon, IN",Dentocity,Impact,Film,Foreign Material,0,17297
6/22/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Composites,Tubs Stuck,8,320400
6/22/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Composites,Tubs Stuck,5,320400
6/22/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Controllers,Warped,15,53400
6/22/2013 0:00,Materials & Components,"Chicago, IL",Dentocity,Impact,Film,Tension Issues,8,5429
6/22/2013 0:00,Logistics,"Springfield, IL",Tamholding,Impact,Controllers,Loose Fit,15,46280
6/22/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,15,534
6/22/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,12,534
6/22/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,25,1068
6/22/2013 0:00,Materials & Components,"Chicago, IL",Reddoit,Impact,Corrugate,Bad Seams,360,0
6/22/2013 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Warping,0,1780
6/22/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Split Seams,0,5
6/22/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,7
6/22/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,9
6/22/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Split Seams,0,9
6/22/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,13
6/22/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Split Seams,0,178
6/22/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Wrong Label,0,37380
6/22/2013 0:00,Goods & Services,"Monon, IN",Dentocity,Rejected,Labels,Tension Issues,0,15130
6/22/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Wrong Label,0,0
6/22/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,0,0
6/19/2013 0:00,Goods & Services,"Monon, IN",Dentocity,Rejected,Film,Tension Issues,30,9568
6/19/2013 0:00,Goods & Services,"Monon, IN",Dentocity,Rejected,Film,Wrong Cut,45,42293
6/19/2013 0:00,Goods & Services,"Monon, IN",Dentocity,No Impact,Film,Loose Core,30,31204
6/19/2013 0:00,Packaging,"Detriot, MI",Bamtechnology,No Impact,Labels,Missing Labels,25,48060
6/18/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,60,534
6/18/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,27
6/18/2013 0:00,Logistics,"Springfield, IL",Reddoit,No Impact,Corrugate,Print defects,0,5340
6/18/2013 0:00,Electrical,"Grand Rapids, MI",ontotam,No Impact,Carton,Cracked,0,2937
6/18/2013 0:00,Electrical,"Grand Rapids, MI",ontotam,No Impact,Carton,Cracked,0,5874
6/17/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Composites,Tubs Stuck,12,22250
6/17/2013 0:00,Packaging,"Detriot, MI",Bamtechnology,No Impact,Labels,Too Much Chemicals,60,26700
6/17/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Gap Variation,30,107
6/17/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Liner Misalignment,30,1291
6/16/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Batteries,Warped,15,44500
6/16/2013 0:00,Packaging,"Rockford, IL",ontotam,No Impact,Carton,Bad Seams,15,445
6/16/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,45,1068
6/16/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Incorrect Vertical Size,30,445
6/16/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,89
6/16/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,139
6/16/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,178
6/16/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Warping,0,187
6/16/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,245
6/16/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,267
6/16/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,512
6/16/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Bad Seams,0,534
6/16/2013 0:00,Logistics,Cincinnati OH,Plustax,No Impact,Controllers,Opened containers,0,1602
6/15/2013 0:00,Packaging,"Detriot, MI",Keyzunbase,Impact,Molds,Bad Tops,10,2564
6/15/2013 0:00,Packaging,"Detriot, MI",Ganjazone,Impact,Electrolytes,Open Caps,60,18423
6/15/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Folding - Wrong Crease,30,45
6/15/2013 0:00,Mechanicals,"Indianapolis, IN",Canemedkix,Rejected,Raw Materials,Material Handling/ Shipping Requirements Error,0,54
6/15/2013 0:00,Mechanicals,"Green Bay, WI",Mathing,No Impact,Raw Materials,Out of Support,0,3916
6/15/2013 0:00,Logistics,"Naperville, IL",Keyzunbase,Impact,Molds,Wrong Codes,0,4450
6/15/2013 0:00,Packaging,"Detriot, MI",Keyzunbase,Impact,Molds,Contamination,0,5340
6/13/2013 0:00,Logistics,"Milwaukee, Wi",Reddoit,Impact,Corrugate,Print defects,0,13073
6/12/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Controllers,Warped,60,62300
6/12/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Wrong  Size,60,178
6/12/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Gap Variation,30,890
6/12/2013 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Bad Seams,30,1335
6/12/2013 0:00,Goods & Services,"Monon, IN",Fax-ex,Rejected,Raw Materials,Out of Spec,0,405
6/12/2013 0:00,Packaging,"Detriot, MI",Yearlex,Rejected,Labels,Incorrect Material,0,29370
6/12/2013 0:00,Goods & Services,"Monon, IN",zoofan,Rejected,Motors,Contamination,0,465
6/12/2013 0:00,Packaging,"Detriot, MI",Solholdings,Impact,Molds,Wrong Labeling,0,1994
6/11/2013 0:00,Packaging,"Rockford, IL",Solholdings,Rejected,Labels,No Bar Code,10,8366
6/11/2013 0:00,Packaging,"Detriot, MI",Solholdings,No Impact,Molds,Parting Tops,30,80100
6/11/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Warping,60,245
6/11/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,30,245
6/11/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Folding - Wrong Crease,20,534
6/11/2013 0:00,Mechanicals,"Lansing, MI",Recode,No Impact,Carton,Printing Defects,0,121775
6/10/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Carton,Bad Seams,10,534
6/10/2013 0:00,Goods & Services,"Monon, IN",zoofan,Rejected,Raw Materials,Infestation,28,393
6/10/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,10,534
6/10/2013 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Wrong  Size,45,2682
6/10/2013 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,15,2804
6/10/2013 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Gap Variation,20,5607
6/9/2013 0:00,Mechanicals,"Gary, IN",Indi-dox,Impact,Carton,Water Damage,75,1106
6/9/2013 0:00,Mechanicals,"Toledo, OH",Fasezim,Rejected,Film,Printing Defect,15,54
6/9/2013 0:00,Packaging,"Detriot, MI",Bamtechnology,Rejected,Labels,Wrong Ink,10,3382
6/9/2013 0:00,Packaging,"Detriot, MI",Bamtechnology,Rejected,Labels,No Print,20,7120
6/9/2013 0:00,Mechanicals,"Green Bay, WI",Quotelane,Rejected,Labels,Split Seams,90,16951
6/9/2013 0:00,Packaging,"Detriot, MI",Bamtechnology,No Impact,Labels,Sporadic Adhesive,40,102048
6/9/2013 0:00,Mechanicals,"Green Bay, WI",Recode,No Impact,Carton,Skewed Cartons,0,2
6/9/2013 0:00,Mechanicals,"Green Bay, WI",Recode,No Impact,Carton,Printing Defects,0,9
6/9/2013 0:00,Mechanicals,"Green Bay, WI",Recode,No Impact,Carton,Printing Defects,0,89
6/9/2013 0:00,Mechanicals,"Toledo, OH",Damdexon,No Impact,Corrugate,Bad Seams,0,0
6/8/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,60,0
6/8/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,12,534
6/8/2013 0:00,Logistics,"Naperville, IL",Zuntexon,No Impact,Electrolytes,Damaged Secondary Packaging,0,0
6/5/2013 0:00,Packaging,"Rockford, IL",Instrip,No Impact,Carton,Too Heavy,20,0
6/5/2013 0:00,Packaging,"Rockford, IL",ontotam,No Impact,Carton,Unsealed Cartons,20,0
6/5/2013 0:00,Mechanicals,"Toledo, OH",Recode,No Impact,Carton,Bowed/Warped,10,2003
6/5/2013 0:00,Packaging,"Rockford, IL",xx-way,Impact,Corrugate,Skewed,45,0
6/5/2013 0:00,Packaging,"Rockford, IL",xx-way,Impact,Corrugate,Gap Variation,45,0
6/5/2013 0:00,Packaging,"Rockford, IL",xx-way,Impact,Corrugate,Gap Variation,40,0
6/5/2013 0:00,Packaging,"Rockford, IL",xx-way,No Impact,Corrugate,Gap Variation,90,0
6/5/2013 0:00,Mechanicals,"Green Bay, WI",Zaamhouse,Rejected,Raw Materials,Foreign Material,0,35244
6/5/2013 0:00,Packaging,"Detriot, MI",Bamtechnology,Impact,Labels,Incorrect Material,0,13350
6/5/2013 0:00,Logistics,"Naperville, IL",scotquote,No Impact,Corrugate,Shallow Slots,0,0
6/5/2013 0:00,Packaging,"Rockford, IL",dripkix,No Impact,Raw Materials,Wrong Shade of Color,0,0
6/4/2013 0:00,Mechanicals,"Green Bay, WI",Quotelane,Impact,Labels,Slitting Erorrs,570,50853
6/4/2013 0:00,Materials & Components,"Chicago, IL",Reddoit,Impact,Corrugate,Wrong  Size,0,1595
6/4/2013 0:00,Logistics,"Naperville, IL",Plustax,No Impact,Electrolytes,Excessive Grease,0,0
6/3/2013 0:00,Mechanicals,"Gary, IN",Solholdings,Impact,Labels,Creases / Wrinkles,60,41316
6/3/2013 0:00,Packaging,"Detriot, MI",Solholdings,Rejected,Molds,Mixed Product,10,1246
6/3/2013 0:00,Packaging,"Rockford, IL",Solholdings,Rejected,Labels,No Bar Code,20,9078
6/3/2013 0:00,Packaging,"Detriot, MI",xx-way,No Impact,Corrugate,Wrong  Size,20,623
6/3/2013 0:00,Goods & Services,"Monon, IN",zoofan,Rejected,Raw Materials,Out of Spec,0,417
6/3/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Finish,0,3
6/3/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,6
6/3/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,10
6/3/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,12
6/3/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,25
6/3/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,31
6/3/2013 0:00,Packaging,"Detriot, MI",Yearlex,Rejected,Labels,Wrong Ink,0,7209
6/2/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,Impact,Glass,Bad Bearings,5,22
6/2/2013 0:00,Goods & Services,"Monon, IN",Dentocity,Rejected,Film,Tension Issues,60,186900
6/2/2013 0:00,Packaging,"Detriot, MI",Solholdings,Rejected,Molds,Wrong Labeling,30,3525
6/2/2013 0:00,Goods & Services,"Monon, IN",ontotam,Rejected,Carton,Sealed Together Externally,45,12816
6/2/2013 0:00,Mechanicals,"Green Bay, WI",xx-bam,No Impact,Raw Materials,Foreign Material,0,27
6/2/2013 0:00,Mechanicals,"Green Bay, WI",xx-bam,Rejected,Raw Materials,Foreign Material,0,36
6/2/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,11
6/2/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Scratched Glass,0,14
6/2/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,19
6/2/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,27590
6/2/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Bearings,0,34710
6/1/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,Impact,Labels,Damaged Rolls,25,0
6/1/2013 0:00,Logistics,"Madison, WI",Plustax,Impact,Controllers,Opened containers,30,321
6/1/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Batteries,Tubs Stuck,12,1246
6/1/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Controllers,Warped,12,53400
6/1/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,Impact,Labels,Wrong Label,21,5340
6/1/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,Impact,Labels,Roll Tension,10,31150
6/1/2013 0:00,Packaging,"Detriot, MI",hottaxon,Impact,Electrolytes,Bad Fit,45,10680
6/1/2013 0:00,Packaging,"Detriot, MI",Ganjazone,Impact,Electrolytes,Bad Fit,15,19224
6/1/2013 0:00,Materials & Components,"Chicago, IL",Dentocity,Impact,Film,Misc,10,4232
6/1/2013 0:00,Packaging,"Detriot, MI",hottaxon,Rejected,Electrolytes,Bad Fit,40,2848
6/1/2013 0:00,Logistics,"Madison, WI",Reddoit,Impact,Corrugate,Bad Seams,30,31
6/1/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,20,534
6/1/2013 0:00,Materials & Components,"Chicago, IL",Reddoit,Impact,Corrugate,Warping,25,1958
6/1/2013 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Wrong  Size,0,401
6/1/2013 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Warping,0,1460
6/1/2013 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Broken Glass,0,17
6/1/2013 0:00,Materials & Components,"Chicago, IL",Dentocity,Impact,Film,Misc,0,4232
6/1/2013 0:00,Materials & Components,"Chicago, IL",Dentocity,Impact,Labels,Tension Issues,0,4232
6/1/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,Impact,Labels,Creases / Wrinkles,0,24920
6/1/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Wrong Label,0,32040
6/1/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,Impact,Labels,Creases / Wrinkles,0,39160
6/1/2013 0:00,Logistics,"Madison, WI",Plustax,No Impact,Batteries,Warped,0,1068
6/1/2013 0:00,Logistics,Cincinnati OH,Plustax,Impact,Batteries,Warped,0,76896
6/1/2013 0:00,Materials & Components,"Chicago, IL",Ventocore,No Impact,Electrolytes,Wrong Shade of Color,0,0
6/1/2013 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Folding - Wrong Crease,0,0
5/29/2013 0:00,Mechanicals,"Gary, IN",Matdex,Rejected,Labels,No Print,10,2225
5/29/2013 0:00,Logistics,"Springfield, IL",Plustax,No Impact,Batteries,Warped,5,53400
5/29/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Corrugate Falling Apart,12,12
5/29/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Misaligned Slots,25,27
5/29/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,15,36
5/29/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,30,445
5/29/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Gap Variation,0,6280
5/29/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Gap Variation,0,11663
5/29/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Gap Variation,0,18840
5/29/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Gap Variation,0,24030
5/28/2013 0:00,Logistics,"Naperville, IL",scotquote,No Impact,Carton,Wrong Flaps,0,45
5/28/2013 0:00,Logistics,"Naperville, IL",scotquote,No Impact,Carton,Printing Defects,0,45
5/28/2013 0:00,Logistics,"Naperville, IL",tampquote,Rejected,Molds,Wrong Parts,0,890
5/28/2013 0:00,Logistics,"Naperville, IL",tampquote,Rejected,Molds,Wrong Drive,0,70300
5/28/2013 0:00,Logistics,"Naperville, IL",Keyzunbase,Impact,Molds,Wrong Codes,0,890
5/28/2013 0:00,Logistics,"Naperville, IL",tampquote,Impact,Molds,Wrong Parts,0,890
5/28/2013 0:00,Logistics,"Naperville, IL",Tamcan,Rejected,Electrolytes,Damaged Secondary Packaging,0,0
5/27/2013 0:00,Logistics,Cincinnati OH,Plustax,Impact,Batteries,Warped,45,48060
5/27/2013 0:00,Packaging,"Rockford, IL",Solholdings,Impact,Film,Slitting Erorrs,30,8722
5/27/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,30,89
5/27/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,25,534
5/27/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,60,1335
5/27/2013 0:00,Packaging,"Rockford, IL",xx-way,Impact,Corrugate,Gap Variation,30,45
5/27/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Gap Variation,0,5607
5/27/2013 0:00,Packaging,"Northbrook, IL",xx-way,Impact,Corrugate,Gap Variation,0,6530
5/27/2013 0:00,Packaging,"Northbrook, IL",xx-way,Impact,Corrugate,Gap Variation,0,12336
5/27/2013 0:00,Logistics,Cincinnati OH,Reddoit,No Impact,Corrugate,Print defects,0,2136
5/27/2013 0:00,Mechanicals,"Gary, IN",Xx-dotone,No Impact,Carton,Carton Delamination,0,1780
5/27/2013 0:00,Logistics,Cincinnati OH,Plustax,No Impact,Batteries,Warped,0,3204
5/27/2013 0:00,Logistics,"Naperville, IL",Quotelane,Impact,Labels,Wrong Registration,0,104842
5/27/2013 0:00,Logistics,Cincinnati OH,Sanin,Rejected,Controllers,Wrong Print,0,152190
5/26/2013 0:00,Packaging,"Detriot, MI",Saohow,Impact,Electrolytes,Incomplete Molding,60,13217
5/26/2013 0:00,Packaging,"Detriot, MI",Ganjazone,Rejected,Electrolytes,Open Caps,180,4450
5/26/2013 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Skewed,60,468
5/26/2013 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Delamination,15,2368
5/26/2013 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Delamination,0,1451
5/26/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Gap Variation,0,12784
5/26/2013 0:00,Materials & Components,"Chicago, IL",Dentocity,Rejected,Film,Misc,0,6859
5/26/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Roll Pattern,0,890
5/25/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,70,107
5/25/2013 0:00,Packaging,"Appleton, WI",Reddoit,Rejected,Corrugate,Gap Variation,0,1335
5/25/2013 0:00,Packaging,"Appleton, WI",Whitefan,Rejected,Carton,Printing Defects,0,361251
5/25/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Batteries,Tubs Stuck,0,22250
5/24/2013 0:00,Logistics,"Naperville, IL",Strongdax,Impact,Raw Materials,Wrong Shade of Color,0,29370
5/22/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Gap Variation,0,6056
5/22/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Wrong Horizontal Scores,0,9570
5/22/2013 0:00,Packaging,"Appleton, WI",Whitefan,Rejected,Carton,Printing Defects,0,50463
5/22/2013 0:00,Packaging,"Appleton, WI",Whitefan,Rejected,Carton,Printing Defects,0,201852
5/22/2013 0:00,Electrical,"Grand Rapids, MI",ontotam,No Impact,Carton,Printing Defects,0,1424
5/22/2013 0:00,Electrical,"Grand Rapids, MI",ontotam,Rejected,Carton,Bad Cut,0,1602
5/22/2013 0:00,Electrical,"Grand Rapids, MI",ontotam,No Impact,Carton,Printing Defects,0,19812
5/22/2013 0:00,Electrical,"Grand Rapids, MI",Zerfax,Rejected,Labels,No Print,0,2
5/21/2013 0:00,Logistics,"Madison, WI",Technoline,Rejected,Raw Materials,Foreign Material,0,45390
5/21/2013 0:00,Logistics,"Madison, WI",Reddoit,No Impact,Corrugate,Liner Misalignment,0,23
5/20/2013 0:00,Packaging,"Rockford, IL",Solholdings,Rejected,Film,No Bar Code,30,9434
5/20/2013 0:00,Logistics,"Madison, WI",Reddoit,Rejected,Corrugate,Bad Seams,30,23
5/20/2013 0:00,Mechanicals,"Indianapolis, IN",Fax-ex,Rejected,Raw Materials,Out of Spec,0,9
5/20/2013 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Gap Variation,0,5682
5/20/2013 0:00,Logistics,"Madison, WI",Reddoit,Rejected,Corrugate,Bad Seams,0,27
5/19/2013 0:00,Mechanicals,"Gary, IN",Solholdings,Rejected,Film,Bad Film,30,57850
5/19/2013 0:00,Mechanicals,"Green Bay, WI",Canemedkix,Rejected,Raw Materials,Wrong material,60,125
5/19/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,15,23
5/19/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,25,23
5/19/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,30,534
5/19/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,85,1068
5/19/2013 0:00,Logistics,"Springfield, IL",Reddoit,No Impact,Corrugate,Print defects,0,89
5/19/2013 0:00,Packaging,"Appleton, WI",Whitefan,Rejected,Carton,Printing Defects,0,100926
5/19/2013 0:00,Logistics,"Springfield, IL",Plustax,Impact,Controllers,Warped,0,10680
5/19/2013 0:00,Packaging,"Northbrook, IL",Planethouse,Rejected,Hardware,Leaking Seals,0,75926
5/19/2013 0:00,Mechanicals,"Green Bay, WI",Quotelane,No Impact,Labels,Film Not Sealing,0,0
5/19/2013 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,0,0
5/18/2013 0:00,Materials & Components,"Chicago, IL",Dentocity,Rejected,Labels,Wrong Ink,15,3503
5/18/2013 0:00,Packaging,"Detriot, MI",Solholdings,No Impact,Molds,Packaging Issues,60,26166
5/18/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Split Seams,10,31150
5/18/2013 0:00,Materials & Components,"Chicago, IL",Dentocity,No Impact,Labels,Tension Issues,0,4232
5/18/2013 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Wrong Label,0,32930
5/18/2013 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Scrap attached,0,0
5/15/2013 0:00,Packaging,"Detriot, MI",Ganjazone,Impact,Electrolytes,Ejector Pin Wrong,30,1068
5/15/2013 0:00,Packaging,"Detriot, MI",xx-way,No Impact,Corrugate,Delamination,30,1402
